OLR,F,inCOD,HLR,ALR,pH0,T,TSS,VFA,outCOD,CODrate,VFA1,pH1,T_in,T_high,T_low
1.0,0.7588786676497133,0.7065223159983227,0.7586808105596887,0.2522841162357097,-0.06877974045252656,0.275102299488138,0.09103390465739858,0.3725498928963331,0.2664209198723248,0.2856873271360859,-0.13480255077673758,0.008653222052623906,0.25806724506249423,0.16680452432875933,0.13629406708458006
0.7588786676497133,1.0,0.08160688776916009,0.9999895773819801,0.44789667012994827,0.07428180643155347,0.11865702758070962,0.045085174305405144,0.19793055611302396,0.08301562348136154,-0.006749560534458771,-0.11390286171077692,0.24444096458621623,0.0805995973289605,-0.013737676558147635,-0.04104824119020972
0.7065223159983227,0.08160688776916009,1.0,0.08128287179638184,-0.09156745898435188,-0.1889301762444602,0.2919292256009743,0.08441257436410607,0.3488734138799914,0.30996704235960393,0.4575645392178398,-0.08887421649029208,-0.25327026579526524,0.30812207741815684,0.2674885444919155,0.25302851392342
0.7586808105596887,0.9999895773819801,0.08128287179638184,1.0,0.4482402319306003,0.0746648463179003,0.11822346975662357,0.04532759854362835,0.19830132170048975,0.083196558336774,-0.007189258834419197,-0.11346903575635822,0.24497448925220042,0.08008442943669895,-0.014375765060846394,-0.041682784631411195
0.2522841162357097,0.44789667012994827,-0.09156745898435188,0.4482402319306003,1.0,0.27054939828013924,-0.2808891064712965,0.12493689222935779,0.1245355743042098,0.13198397048448168,-0.19488890582415222,0.12659127755082222,0.21899079458160514,-0.28967528689711053,-0.5462359400327627,-0.5560469728691056
-0.06877974045252656,0.07428180643155347,-0.1889301762444602,0.0746648463179003,0.27054939828013924,1.0,0.06681771102147993,-0.025740917508707727,0.11198778332388984,-0.06800702498428574,-0.06923588780146293,0.11380455094730559,0.19995312749568114,0.04061478552869128,0.040397500888693476,0.01171364535354798
0.275102299488138,0.11865702758070962,0.2919292256009743,0.11822346975662357,-0.2808891064712965,0.06681771102147993,1.0,0.051506740472894164,-0.22418194801569852,-0.045867806210020144,0.2737320202159611,-0.22097312278100875,-0.23742500132181002,0.968896199423961,0.8224361528628535,0.8460967687725824
0.09103390465739858,0.045085174305405144,0.08441257436410607,0.04532759854362835,0.12493689222935779,-0.025740917508707727,0.051506740472894164,1.0,0.033504343423176694,-0.059921251391340344,0.11493816047955627,-0.12134204337406172,0.007783119380750205,0.054990670558119195,0.07893392886198541,0.10191311859449181
0.3725498928963331,0.19793055611302396,0.3488734138799914,0.19830132170048975,0.1245355743042098,0.11198778332388984,-0.22418194801569852,0.033504343423176694,1.0,0.12552847875853068,0.1478635361223143,0.1798758131862719,0.2657435149286758,-0.24582148484584196,-0.25545364178922153,-0.3262358260259
0.2664209198723248,0.08301562348136154,0.30996704235960393,0.083196558336774,0.13198397048448168,-0.06800702498428574,-0.045867806210020144,-0.059921251391340344,0.12552847875853068,1.0,-0.6967998134876542,0.23584381844256996,0.018200855401582804,-0.015205437267885443,-0.0184802897129815,0.014488112747534771
0.2856873271360859,-0.006749560534458771,0.4575645392178398,-0.007189258834419197,-0.19488890582415222,-0.06923588780146293,0.2737320202159611,0.11493816047955627,0.1478635361223143,-0.6967998134876542,1.0,-0.2982035629868371,-0.19807860246727413,0.2557557041105657,0.23990715377413674,0.19425793227331184
-0.13480255077673758,-0.11390286171077692,-0.08887421649029208,-0.11346903575635822,0.12659127755082222,0.11380455094730559,-0.22097312278100875,-0.12134204337406172,0.1798758131862719,0.23584381844256996,-0.2982035629868371,1.0,-0.11927847054819403,-0.21664192675871366,-0.40185946933455635,-0.34523216382880845
0.008653222052623906,0.24444096458621623,-0.25327026579526524,0.24497448925220042,0.21899079458160514,0.19995312749568114,-0.23742500132181002,0.007783119380750205,0.2657435149286758,0.018200855401582804,-0.19807860246727413,-0.11927847054819403,1.0,-0.2567898089763707,-0.07368820877883028,-0.12940753339615227
0.25806724506249423,0.0805995973289605,0.30812207741815684,0.08008442943669895,-0.28967528689711053,0.04061478552869128,0.968896199423961,0.054990670558119195,-0.24582148484584196,-0.015205437267885443,0.2557557041105657,-0.21664192675871366,-0.2567898089763707,1.0,0.800854635035502,0.8388383801105239
0.16680452432875933,-0.013737676558147635,0.2674885444919155,-0.014375765060846394,-0.5462359400327627,0.040397500888693476,0.8224361528628535,0.07893392886198541,-0.25545364178922153,-0.0184802897129815,0.23990715377413674,-0.40185946933455635,-0.07368820877883028,0.800854635035502,1.0,0.9564004698816636
0.13629406708458006,-0.04104824119020972,0.25302851392342,-0.041682784631411195,-0.5560469728691056,0.01171364535354798,0.8460967687725824,0.10191311859449181,-0.3262358260259,0.014488112747534771,0.19425793227331184,-0.34523216382880845,-0.12940753339615227,0.8388383801105239,0.9564004698816636,1.0
