24/11/2014,14.21,18000,2289,6.21,0.0528,6.78,33,396,1116,859,62.47,171.6,7.26,33,12,4
25/11/2014,14.43,18000,2325,6.21,0.0434,6.74,33,307,1068,902,61.2,150,7.23,33,11,1
26/11/2014,14.56,18000,2345,6.21,0.0484,6.64,34,415,1038,863,63.2,157.8,7.21,33,15,2
27/11/2014,14.52,17520,2403,6.04,0.052,6.74,33,379,1194,907,62.26,156,7.32,33,12,6
28/11/2014,14.54,18000,2343,6.21,0.0497,6.58,32,401,1116,926,60.48,228,7.18,31,9,-1
29/11/2014,14.97,18000,2412,6.21,0.0689,6.69,33,561,1122,1011,58.08,177.6,7.24,32,10,4
30/11/2014,13.52,18000,2179,6.21,0.0602,6.84,32,293,1068,930,57.32,222,7.23,31,8,-7
01/12/2014,12.39,17040,2108,5.88,0.0664,6.91,30,413,960,893,57.64,247.8,7.21,30,0,-8
02/12/2014,10.87,14400,2190,4.97,0.0561,6.94,29,332,942,924,57.81,216,7.11,30,2,-7
03/12/2014,10.79,14400,2173,4.97,0.0472,6.71,31,304,1110,934,57.02,246,7.2,31,2,-8
04/12/2014,11.49,14880,2239,5.13,0.0503,6.77,31,193,1044,923,58.78,229.8,7.14,30,2,-8
05/12/2014,11.23,15600,2088,5.38,0.0511,6.72,31,356,1056,909,56.47,229.8,7.13,31,3,-8
06/12/2014,9.87,15600,1835,5.38,0.0516,6.67,31,253,996,825,55.04,246,7.05,31,6,-4
07/12/2014,11.79,15600,2191,5.38,0.049,6.62,32,312,1074,960,56.18,222,7.11,32,6,-4
08/12/2014,12.01,15600,2233,5.38,0.0506,6.7,32,331,1056,984,55.93,246,7.1,32,5,-4
09/12/2014,9.48,13200,2082,4.55,0.041,6.56,33,280,900,935,55.09,192,7.1,32,5,0
10/12/2014,8.35,12000,2018,4.14,0.0327,6.75,31,346,888,983,51.29,186,7.01,32,7,-4
11/12/2014,9.1,12000,2199,4.14,0.0393,6.74,31,259,876,1027,53.3,180,7.06,31,2,-7
12/12/2014,8.93,12000,2158,4.14,0.0389,6.69,32,274,894,968,55.14,180,7.11,31,3,-8
13/12/2014,8.69,12000,2101,4.14,0.0372,6.66,32,282,858,955,54.55,168,7.18,32,5,-6
14/12/2014,7.85,12000,1897,4.14,0.0377,6.83,32,209,804,922,51.4,174,7.3,31,6,-2
15/12/2014,6.71,10800,1801,3.72,0.0335,6.84,31,351,816,748,58.47,150,7.19,31,6,-7
16/12/2014,6.69,10800,1796,3.72,0.0305,6.86,29,246,768,744,58.57,156,7.18,29,0,-7
17/12/2014,5.71,9600,1725,3.31,0.0324,6.97,29,377,636,737,57.28,144,7.08,29,4,-6
18/12/2014,5.15,8400,1777,2.9,0.0272,7.01,30,265,672,754,57.57,132,7.03,30,9,-2
19/12/2014,3.3,4800,1993,1.66,0.0156,6.89,31,313,726,647,67.54,78,7.04,30,10,-6
20/12/2014,3.67,4800,2215,1.66,0.0139,6.59,31,162,936,728,67.13,108,7.07,31,3,-6
21/12/2014,3.92,5520,2057,1.9,0.0158,6.67,31,284,936,1067,48.13,384,7.04,30,2,-6
22/12/2014,1.61,2400,1949,0.83,0.007,6.62,31,198,960,1280,34.33,588,6.96,31,8,-4
14/02/2015,0.98,1200,2366,0.41,0.0042,6.72,34,255,1128,405,82.88,108,7.22,12,17,-4
15/02/2015,3.07,3600,2473,1.24,0.0104,6.61,34,333,1188,745,69.87,114,7.3,25,10,-3
16/02/2015,3.34,4800,2018,1.66,0.017,6.9,33,263,1008,641,68.24,108,7.33,31,10,-1
17/02/2015,3.66,4800,2209,1.66,0.0164,6.87,33,315,1038,733,66.82,114,7.36,32,10,-6
18/02/2015,3.53,4800,2130,1.66,0.0164,6.81,33,166,978,761,64.27,138,7.33,33,8,-7
19/02/2015,3.56,4800,2150,1.66,0.0149,6.67,33,195,1020,801,62.74,126,7.3,33,7,-2
20/02/2015,3.29,4800,1990,1.66,0.0169,6.73,32,258,954,693,65.18,126,7.25,32,7,2
21/02/2015,3.53,4800,2134,1.66,0.0169,6.71,33,245,1014,722,66.17,108,7.26,32,12,-3
22/02/2015,3.44,4800,2080,1.66,0.0159,6.8,33,202,1008,753,63.8,108,7.32,32,6,-7
23/02/2015,3.35,4800,2026,1.66,0.0179,6.76,33,208,942,676,66.63,78,7.23,32,8,-7
